"rgn_id","product","weight"
1,"corals",0.00577105404179892
2,"corals",0.00577105404179892
6,"corals",0.00577105404179892
1,"fish_oil",0.935900078321448
2,"fish_oil",0.935900078321448
6,"fish_oil",0.935900078321448
1,"ornamentals",0.0112535553815079
2,"ornamentals",0.0112535553815079
6,"ornamentals",0.0112535553815079
1,"seaweeds",0.0470753122552455
2,"seaweeds",0.0470753122552455
6,"seaweeds",0.0470753122552455
